Чистовая отделка,Проверено в Росреестре,От зайстройщика,Log_Площадь,Log_Кол_во_этажей,Близость_к_центру_exp,is_first_floor,is_last_floor,Ближайшая станция метро_Аметьево,Ближайшая станция метро_Горки,Ближайшая станция метро_Дубравная,Ближайшая станция метро_Козья слобода,Ближайшая станция метро_Кремлёвская,Ближайшая станция метро_Площадь Тукая,Ближайшая станция метро_Проспект Победы,Ближайшая станция метро_Северный вокзал,Ближайшая станция метро_Суконная слобода,Ближайшая станция метро_Яшьлек,Балкон/Лоджия_Балкон,Балкон/Лоджия_Лоджия,Log_Цена
0,0,0,3.6189933266497696,2.4849066497880004,0.3149914384461412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.992985953242759
0,0,1,4.523960130562548,2.1972245773362196,0.5677324278574128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.129332896518292
0,0,0,3.5263605246161616,2.8903717578961645,0.40298870396675407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15.978833698567334
0,0,1,4.060443010546419,3.044522437723423,0.5895503602076484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.837436804308048
0,0,0,3.8522730010223722,2.3978952727983707,0.394237155822553,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15.816990693309524
0,0,0,4.563305981889393,2.302585092994046,0.7266876886617225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.110977022044946
0,0,0,4.200204952921578,2.3978952727983707,0.5823107905139763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.341239282272525
1,0,1,3.367295829986474,3.332204510175204,0.4557936991611819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.041214714613716
1,0,1,3.126760535960395,3.332204510175204,0.4557936991611819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.953221125692608
0,1,0,3.9889840465642745,2.302585092994046,0.2984549043216167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.190416405561198
0,0,0,4.312140507209715,3.258096538021482,0.48369450104353445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.6953380870181
0,1,0,4.580877493419047,2.3978952727983707,0.28384711034026133,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.97251102166758
0,1,0,3.5553480614894135,2.70805020110221,0.23776827270941805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.598901945589025
0,0,0,2.791165107812717,2.3978952727983707,0.5702697531348769,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.319588176962746
0,1,0,3.713572066704308,2.3978952727983707,0.4854728244773097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.185754392890075
0,0,1,4.553876891600541,3.044522437723423,0.40942126974902787,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.627320053453488
0,0,0,3.427514689979529,1.791759469228055,0.2025076204509856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.273893228090627
0,0,1,4.334672938290411,1.6094379124341003,0.7978233744810168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16.8264733559968
0,0,0,4.580877493419047,3.1780538303479458,0.5620404144252222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.97584774633507
0,1,0,4.001863709427935,2.995732273553991,0.16295768874102587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.978833698567334
0,1,0,4.6709579265260945,0.6931471805599453,0.09280428621090758,1,1,0,0,1,0,0,0,0,0,0,0,0,0,16.066802461833923
0,1,0,3.3775875160230218,2.8903717578961645,0.5660247744203327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.789591722875162
0,0,1,4.541164856012179,3.044522437723423,0.40942126974902787,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.608514526183633
1,0,0,4.290459441148391,2.9444389791664403,0.30920724833703706,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.392882511397776
0,0,0,3.6082115510464816,2.3978952727983707,0.4020701139872069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.894952224644102
0,1,0,3.7612001156935624,2.995732273553991,0.6175930751495063,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.231424425551033
0,1,0,3.9396381724611196,2.4849066497880004,0.6139253787274244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15731646026544
0,0,0,3.9889840465642745,3.1780538303479458,0.4410827136886687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.349207451286784
0,1,0,3.4965075614664802,1.3862943611198906,0.5030883586523044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.483217567201578
0,0,0,4.4796069630127455,2.302585092994046,0.371131673023538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.325109820342647
0,0,1,4.411585436915426,3.295836866004329,0.40244684820182675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.795621501402508
0,0,0,3.768152635008444,1.0986122886681098,0.07732449914432839,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.067988057145726
0,0,1,4.409155302062135,2.3978952727983707,0.12060632660001935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16211263206887
0,0,1,4.487512142519859,2.833213344056216,0.6671560662160988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.817333396316187
0,0,0,3.9318256327243257,2.302585092994046,0.5879936997149152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.666217117271472
0,1,0,3.9871304779149512,3.091042453358316,0.4867543331611888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.341159279078756
0,0,0,4.373238128640803,2.995732273553991,0.29661286336741666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.454567959008102
0,0,0,3.5263605246161616,2.3978952727983707,0.5875737918818938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.86963441986494
0,0,0,3.9982007016691985,3.258096538021482,0.29339852443031345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.409271687402768
0,0,0,3.784189633918261,1.791759469228055,0.5871914120976744,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.717618233614914
0,0,1,4.382026634673881,3.258096538021482,0.5713718470515671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.73860272767239
0,0,0,4.321480134805848,2.6390573296152584,0.42020746638758744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.444517623876102
0,0,0,3.6686767467964168,2.1972245773362196,0.05855037949511347,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.843658936835498
0,1,0,4.152613470346076,2.995732273553991,0.08453968862533441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.843527349248175
0,0,0,4.248495242049359,2.302585092994046,0.4048244893732676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.867150510737883
0,0,1,3.9721769282478934,1.6094379124341003,0.10596644561132507,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.973675591380976
0,0,0,3.696351468952637,3.295836866004329,0.6602281732753271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.899748137872848
0,0,0,3.258096538021482,2.302585092994046,0.34096326961135237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.248211530561777
0,0,0,4.320151230955794,1.791759469228055,0.6792468461003349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.195056784687036
0,0,0,3.7495040759303713,1.791759469228055,0.46820221018538843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.671808704579888
0,1,0,4.231203744939298,2.3978952727983707,0.5621581580187597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.475770165160203
0,0,0,4.552823705615882,1.791759469228055,0.1533334371866039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.54401683295065
0,0,1,4.070734696582967,2.302585092994046,0.05657043219107277,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.03796971482139
0,0,1,4.68213122712422,2.9444389791664403,0.5025495906753713,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.127512397265107
0,1,0,4.394449154672439,2.9444389791664403,0.09077264370370516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.176364653421913
0,0,0,3.6109179126442243,2.1972245773362196,0.377832671277611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.942551197632893
0,0,1,3.586292865338835,3.258096538021482,0.5725889779590811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.131060147517832
0,0,1,4.4355674016019115,3.044522437723423,0.40942126974902787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.551824289148154
0,0,1,4.023564380161053,3.044522437723423,0.5895503602076484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.79910957030535
0,1,0,4.380775852772229,2.9444389791664403,0.29971147080322985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.376606423329896
0,1,0,3.5553480614894135,1.9459101490553132,0.6558427167354833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.64006001130563
0,1,0,3.8088822465086327,1.791759469228055,0.3441799602627829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.830413711839864
0,0,0,3.462606009790799,2.302585092994046,0.5633330830062555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.473738825043979
0,0,0,4.241326752570746,2.3978952727983707,0.30555472635311093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36495580701484
0,1,0,4.183575695950044,2.3978952727983707,0.5649857938887107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.447399470043365
0,1,0,4.039536325727106,2.833213344056216,0.42419174965324985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.333207111220425
0,1,0,3.7612001156935624,2.9444389791664403,0.6479603329002317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.349207451286784
0,0,1,4.102643365036796,2.70805020110221,0.2939585771766883,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.36390838374034
0,0,0,3.835141961092188,1.3862943611198906,0.08154053117074472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.914019285000524
0,0,0,3.6635616461296463,2.995732273553991,0.541187966484598,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.588099342704055
0,0,0,4.014579593753238,2.302585092994046,0.3999976507552345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.461609182234533
0,1,0,3.7612001156935624,2.0794415416798357,0.618327956032374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.20885010555098
0,1,0,4.448516375942715,3.367295829986474,0.6621006102618144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.069753565279804
0,0,0,4.030694535145645,2.772588722239781,0.4052790110352649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.164979332277014
0,0,0,3.502549875922443,3.044522437723423,0.6591497346238416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.193852356061743
0,1,0,3.7232808808312687,2.9444389791664403,0.3894873796891499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.034714150714915
0,1,0,4.070734696582967,1.6094379124341003,0.455480244302751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.372737946851277
0,1,0,3.784189633918261,3.1780538303479458,0.2765668682693844,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.066697193146553
0,1,0,3.6109179126442243,2.995732273553991,0.1494681812749447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.747032114495013
0,1,0,4.232656178019613,3.091042453358316,0.38455316177500787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.454567959008102
0,1,0,3.4242626545931514,1.791759469228055,0.44594225048784564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.520258832020865
0,0,1,4.14946386144318,2.302585092994046,0.05657043219107277,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.092777945538128
0,0,0,3.8543938925915096,1.791759469228055,0.47706790123893533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.829079489004743
0,0,0,3.7013019741124933,2.3978952727983707,0.26438607841504014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.869506206534194
0,1,0,3.828641396489095,2.3978952727983707,0.548880936450757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.08763654656639
0,0,1,4.220977213155467,3.258096538021482,0.4094921885570866,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.60670272062573
0,0,0,2.740840023925201,1.791759469228055,0.5968338653058659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.009433329466965
0,0,1,4.480740107609915,1.6094379124341003,0.11593205280516776,0,1,0,0,1,0,0,0,0,0,0,0,1,0,16.37431809298879
0,0,1,4.291828366755733,3.2188758248682006,0.4314911808784967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.624166046526444
1,0,1,4.168214410788556,1.6094379124341003,0.11195646122897186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.280724659397187
0,0,0,4.102643365036796,2.9444389791664403,0.4191110729490323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.449423319811945
0,1,0,3.713572066704308,2.302585092994046,0.6867571207999797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.931645704077024
0,0,0,3.367295829986474,1.791759469228055,0.4597900143285133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.717618233614914
0,1,0,4.189654742026425,1.9459101490553132,0.6211588582687942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.492414098845437
0,0,1,4.642465970731788,1.6094379124341003,0.7923583669714932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.25969740747833
1,0,0,3.7612001156935624,2.9444389791664403,0.30920724833703706,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.99955994461641
0,0,0,4.650143551630823,2.0794415416798357,0.5698344113432505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.940075747317277
0,0,1,4.502029427068578,3.091042453358316,0.5248033777691204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.412274750582686
0,1,0,4.01096295328305,1.791759469228055,0.1708467010823035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.01262412913954
0,1,0,2.9444389791664403,2.302585092994046,0.42874512697862033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0824584431417
0,1,0,3.1780538303479458,1.791759469228055,0.3181714163471659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.150511887854474
0,1,0,3.977810745966149,2.3978952727983707,0.2987397609108448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.919644834185693
0,1,0,3.126760535960395,2.302585092994046,0.12745374054111158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.557448378884015
0,0,0,4.110873864173311,3.044522437723423,0.6591497346238416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.600521861931007
0,0,1,4.26689632742025,3.044522437723423,0.40942126974902787,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.41820031748273
0,0,1,4.229749199228304,1.6094379124341003,0.10596644561132507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.099870680506857
0,1,0,4.235554730773624,1.791759469228055,0.7497981361422696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.588099342704055
0,1,0,4.04305126783455,2.3978952727983707,0.530388693242994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.300417291085605
0,0,1,3.634951112088381,1.6094379124341003,0.10959851393906223,0,1,0,0,1,0,0,0,0,0,0,0,1,0,15.737135479293876
0,0,0,4.102643365036796,2.9444389791664403,0.424213375406165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.436520363474
0,0,0,3.822098297900159,2.1972245773362196,0.8404108634260471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.342518463668636
0,0,0,3.7773481021015445,1.791759469228055,0.9053117659846154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.58621005924944
0,0,0,4.286341384539473,2.9444389791664403,0.30920724833703706,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.401046624389874
0,0,0,4.04305126783455,2.995732273553991,0.5890566609058628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.97251102166758
0,0,0,4.650143551630823,2.0794415416798357,0.5698344113432505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.953176370790878
0,0,1,4.122283930911342,3.044522437723423,0.40942126974902787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.390410322440438
0,0,1,4.053522567701846,3.258096538021482,0.4094921885570866,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.36500580576098
0,1,0,4.275276264727001,2.5649493574615367,0.6186232864494767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.785925074816024
0,0,0,3.8066624897703196,2.833213344056216,0.6440191592852075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.42558042423569
0,0,0,3.4372078191851885,1.791759469228055,0.5305452631854647,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.59046307836746
0,0,0,3.5263605246161616,3.1354942159291497,0.41780852615212655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.066802461833923
0,1,0,3.7909846770510898,2.3978952727983707,0.27306039895376605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.978833698567334
0,1,0,3.858622228701031,2.995732273553991,0.5030826737441452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.316946591670696
0,0,0,4.030694535145645,2.772588722239781,0.4052790110352649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.164979332277014
0,0,0,3.572345637857985,1.3862943611198906,0.08798390914814339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424948670398354
0,0,0,4.07753744390572,2.1972245773362196,0.6778748510950303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.840801682303496
0,1,0,3.594568774642695,1.3862943611198906,0.07986707184738386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.317363482435562
0,1,0,3.832979798087693,1.791759469228055,0.40286966524007856,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.671652442396002
0,1,0,3.9852734671677386,1.791759469228055,0.18161992656652604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.694975760283178
0,0,0,3.6454498961866,2.302585092994046,0.40400701433636116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.244895776853756
0,0,1,4.447346100794524,3.258096538021482,0.4094921885570866,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.839142199407487
0,0,0,4.31748811353631,2.8903717578961645,0.6579938664193572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.9494975516479
0,0,0,4.220977213155467,3.1354942159291497,0.16083892752195855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.185754392890075
0,0,0,3.353406717825807,2.772588722239781,0.41086776811980985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.373655386537118
0,0,1,4.464758032271346,2.3978952727983707,0.34092192253782927,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.74349923293629
0,0,1,4.446174454497633,3.2188758248682006,0.4314911808784967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.86786982640239
0,0,0,4.469350462845557,2.995732273553991,0.5548392421649245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.5202219246906
0,0,0,4.26549281841793,2.995732273553991,0.13319753021220798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.48551276068103
0,1,0,3.7864597824528,1.791759469228055,0.8053147307407427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.001561947061912
0,1,0,3.4210000089583352,1.791759469228055,0.20055701864719133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.424948670398354
0,1,0,2.8903717578961645,1.3862943611198906,0.6607992885858378,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.176487367510099
0,1,0,3.9415818076696905,2.302585092994046,0.4142519791143147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.00043771997602
0,0,1,4.616110126026426,1.6094379124341003,0.11450669180397094,0,1,0,0,1,0,0,0,0,0,0,0,1,0,16.51113730656749
0,0,1,4.650143551630823,2.1972245773362196,0.5698344113432505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.940075747317277
0,0,0,3.367295829986474,1.3862943611198906,0.09933669716578551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.250595321348806
0,0,0,2.70805020110221,1.791759469228055,0.33220608605912094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.711598990684092
0,1,0,4.07753744390572,1.791759469228055,0.5165414631573605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0116235176825
0,1,0,4.021773869387265,2.995732273553991,0.16310333612250083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.001561947061912
0,0,0,3.708682081410116,3.044522437723423,0.6591497346238416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.26150320089314
0,0,0,3.594568774642695,2.3978952727983707,0.42529846803893445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.221178364393225
0,0,1,4.37197629882038,3.1354942159291497,0.442027501452041,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.818492389853567
0,0,0,3.817712325956905,1.791759469228055,0.46486214792429603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.687312888712007
0,0,0,4.450852825603734,3.1780538303479458,0.7275512843965882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.893859193730712
0,0,1,4.12552017969055,3.258096538021482,0.4094921885570866,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.600977313724524
0,1,0,4.51085950651685,3.1354942159291497,0.33338290090715955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.770420889081343
0,1,0,3.4307561839036995,1.791759469228055,0.7914058426735506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.803385043104912
0,1,0,3.594568774642695,2.9444389791664403,0.30165528703597083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.012735135300492
0,0,1,3.8753590210565547,2.3978952727983707,0.12060632660001935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.898695210455937
0,1,0,3.5380565643793527,2.302585092994046,0.3029925504749282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.732433317205148
0,0,1,4.178992036282385,3.258096538021482,0.5725889779590811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.563302298104876
0,0,1,3.4468078929142076,3.258096538021482,0.5725889779590811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.089323370327545
0,0,0,2.7788192719904172,1.791759469228055,0.6356131652550883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.131919059716477
0,1,0,4.300002799195291,1.791759469228055,0.8588268189750164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.61887099947687
0,1,0,3.713572066704308,2.70805020110221,0.5043881671957778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.14765455028724
0,0,1,3.9512437185814275,3.044522437723423,0.41639321674664126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.35868611587625
0,0,0,4.117409835153096,2.8903717578961645,0.6414369850961906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.58120060144556
0,0,0,4.631812116934513,2.302585092994046,0.49621564486931313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.54336345172214
0,0,1,4.11251186617755,1.6094379124341003,0.7978233744810168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.95922713828552
0,0,0,4.393213824064446,2.70805020110221,0.4449170620431494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.679994601920853
0,0,0,4.429625613473161,1.9459101490553132,0.2939585771766883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.610716631171748
1,0,1,3.3877743613300146,3.332204510175204,0.4557936991611819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.053023760938185
0,1,0,4.135166556742356,1.9459101490553132,0.058321667862871816,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.955576839107596
0,0,0,3.6136169696133895,2.4849066497880004,0.13319753021220798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.573368647930426
0,1,0,4.14946386144318,2.302585092994046,0.35545944567080046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.034714150714915
0,0,0,3.4339872044851463,2.302585092994046,0.4689529862015941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.7599912572715
0,0,0,4.650143551630823,2.1972245773362196,0.5698344113432505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.933460508490302
0,1,0,4.6709579265260945,2.4849066497880004,0.3882118347664505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.496532155171714
0,0,0,4.028916756899646,2.9444389791664403,0.6479820632388964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.61887099947687
0,0,1,4.528289141652134,2.302585092994046,0.563072581363255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.42907364472439
0,0,0,4.30406509320417,3.1354942159291497,0.4187421935996601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.578112136798314
0,0,1,4.390738575275903,3.1780538303479458,0.40955302230136037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.79541325220406
0,0,0,3.580737295494233,3.258096538021482,0.15644893026339515,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.843658936835498
0,0,1,4.092676505121403,2.9444389791664403,0.5025495906753713,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16.63331168276276
0,1,0,4.593097604753822,2.3978952727983707,0.4888986985017506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.51013104952278
0,0,1,4.072439726834051,2.8903717578961645,0.42529846803893445,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.456029747113448
0,0,1,4.411585436915426,3.295836866004329,0.40244684820182675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.790529840967174
0,0,0,4.350277936359301,2.3978952727983707,0.15049201355987113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.502357619510686
